University,City,State,Religion,Market_Saturation_Percentile,Academic_Efficiency_Percentile,aCFI_Percentile,Survivability,full_address,location,Latitude,Longitude
Adelphi University,Garden City,NY,Not applicable,79.16,68.55,49.08,64.999,"Adelphi University, Garden City, NY","Adelphi University, 1, South Avenue, Village of Garden City, Town of Hempstead, Nassau County, New York, 11530, United States",40.7197638,-73.65197185396391
Albany College of Pharmacy and Health Sciences,Albany,NY,Not applicable,27.36,41.02,48.8,38.672,"Albany College of Pharmacy and Health Sciences, Albany, NY","Albany College of Pharmacy and Health Sciences, 106, New Scotland Avenue, Park South, City of Albany, Albany County, New York, 12208, United States",42.64943435,-73.77661197493438
Barnard College,New York,NY,Not applicable,56.79,48.13,49.64,52.198,"Barnard College, New York, NY","Barnard College, Broadway, Morningside Heights, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10115, United States",40.8094864,-73.96355097608796
Boricua College,New York,NY,Not applicable,25.08,39.28,51.08,38.325,"Boricua College, New York, NY","Boricua College, 9, Graham Avenue, Brooklyn, Kings County, City of New York, New York, 11206, United States",40.7013535,-73.942403
Clarkson University,Potsdam,NY,Not applicable,45.07,53.35,49.68,48.57,"Clarkson University, Potsdam, NY","Clarkson University, Bayside Cemetery, Village of Potsdam, Town of Potsdam, Saint Lawrence County, New York, 13699, United States",44.65958875,-75.00623974830918
Colgate University,Hamilton,NY,Not applicable,60.37,47.89,52.03,54.538,"Colgate University, Hamilton, NY","Colgate University, Hamilton Street, Village of Hamilton, Town of Hamilton, Madison County, New York, 13346, United States",42.815403700000005,-75.53958155911818
Metropolitan College of New York,New York,NY,Not applicable,24.57,39.9,44.12,35.459,"Metropolitan College of New York, New York, NY","Metropolitan College of New York - Bronx Campus, East 149th Street, Mott Haven, The Bronx, Bronx County, City of New York, New York, 10451, United States",40.8152756,-73.9153259
Columbia University in the City of New York,New York,NY,Not applicable,86.26,99.87,50.84,74.801,"Columbia University in the City of New York, New York, NY","Columbia University, Morningside Drive, Morningside Heights, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10027, United States",40.80775585,-73.96161411567529
Cornell University,Ithaca,NY,Not applicable,99.87,99.62,50.52,80.065,"Cornell University, Ithaca, NY","Cornell University, City of Ithaca, Town of Dryden, Tompkins County, New York, 14850, United States",42.4529076,-76.48008423030923
Elmira College,Elmira,NY,Not applicable,28.47,38.21,52.99,40.231,"Elmira College, Elmira, NY","Elmira College, City of Elmira, Chemung County, New York, United States",42.0944203,-76.81553824542168
Hartwick College,Oneonta,NY,Not applicable,37.37,39.82,48.32,42.243,"Hartwick College, Oneonta, NY","Hartwick College, 1, Hartwick Drive, City of Oneonta, Otsego County, New York, 13820, United States",42.45997815,-75.07146882680061
Hofstra University,Hempstead,NY,Not applicable,89.67,76.02,49.92,71.031,"Hofstra University, Hempstead, NY","Hofstra University, Holland House, Village of Hempstead, Town of Hempstead, Nassau County, New York, 11549, United States",40.71690825,-73.60002245039347
Ithaca College,Ithaca,NY,Not applicable,62.51,56.12,51.32,56.754,"Ithaca College, Ithaca, NY","Ithaca College, Spencer Road, Titus Flats, Ward 1, City of Ithaca, Tompkins County, New York, 14850, United States",42.41970355,-76.49833484728887
The Juilliard School,New York,NY,Not applicable,26.6,41.61,57.5,41.968,"The Juilliard School, New York, NY","The Juilliard School, 60, West 66th Street, Lincoln Square, Manhattan Community Board 7, Manhattan, New York County, City of New York, New York, 10023, United States",40.7738393,-73.9831016
Long Island University,Brookville,NY,Not applicable,65.84,88.84,51.08,64.527,"Long Island University, Brookville, NY","Long Island University C W Post Campus, University Drive, Village of Brookville, Town of Oyster Bay, Nassau County, New York, 11545, United States",40.820249,-73.59671333637571
Manhattan School of Music,New York,NY,Not applicable,30.01,42.7,51.52,41.156,"Manhattan School of Music, New York, NY","Manhattan School of Music, West 122nd Street, Morningside Heights, Manhattan Community Board 9, Manhattan, New York County, City of New York, New York, 10027, United States",40.8125642,-73.96129536937597
The New School,New York,NY,Not applicable,80.34,73.53,48.68,66.306,"The New School, New York, NY","The New School, 66, West 12th Street, Manhattan, New York County, City of New York, New York, 10011, United States",40.73547915,-73.9970708835668
New York University,New York,NY,Not applicable,99.87,99.87,48.6,79.347,"New York University, New York, NY","New York University, Crosby Street, East Village, NoHo, Manhattan, New York County, City of New York, New York, 10012, United States",40.7292053,-73.99501481290962
New York Institute of Technology,Old Westbury,NY,Not applicable,59.13,58.67,49.36,55.127,"New York Institute of Technology, Old Westbury, NY","New York Institute of Technology, Quail Run, Wheatley, Village of Old Westbury, Town of Oyster Bay, Nassau County, New York, 11568, United States",40.80795905,-73.60628896763087
New York School of Interior Design,New York,NY,Not applicable,25.02,40.32,51.79,38.793,"New York School of Interior Design, New York, NY","New York School of Interior Design, 170, East 70th Street, Lenox Hill, Manhattan Community Board 8, Manhattan, New York County, City of New York, New York, 10021, United States",40.7685442,-73.96247825598766
Pace University,New York,NY,Not applicable,94.68,83.2,48.6,73.94,"Pace University, New York, NY","Pace University, 1, Pace Plaza, Lower Manhattan, Manhattan, New York County, City of New York, New York, 10038, United States",40.7111164,-74.00480443918846
Rensselaer Polytechnic Institute,Troy,NY,Not applicable,88.12,68.37,49.64,68.77,"Rensselaer Polytechnic Institute, Troy, NY","Rensselaer Polytechnic Institute, 110, 8th Street, Downtown, City of Troy, Rensselaer County, New York, 12180, United States",42.7298969,-73.67966781998861
Rochester Institute of Technology,Rochester,NY,Not applicable,99.87,76.18,50.0,75.174,"Rochester Institute of Technology, Rochester, NY","Rochester Institute of Technology, 1, Lomb Memorial Drive, City of Rochester, Monroe County, New York, 14623, United States",43.0826701,-77.67293215211362
University of Rochester,Rochester,NY,Not applicable,87.84,83.42,48.92,71.377,"University of Rochester, Rochester, NY","University of Rochester River Campus, Jefferson Avenue, Genesee-Jefferson, City of Rochester, Monroe County, New York, 14611, United States",43.129864,-77.62878399245412
Russell Sage College,Troy,NY,Not applicable,30.68,45.54,50.08,41.415,"Russell Sage College, Troy, NY","Russell Sage College, 65, 1st Street, South Central, City of Troy, Rensselaer County, New York, 12180, United States",42.7280214,-73.6935695
Skidmore College,Saratoga Springs,NY,Not applicable,57.65,45.66,51.08,52.624,"Skidmore College, Saratoga Springs, NY","Skidmore College, City of Saratoga Springs, Saratoga County, New York, 12866, United States",43.09871785354964,-73.78422856497147
Utica University,Utica,NY,Not applicable,43.53,53.39,48.13,47.341,"Utica University, Utica, NY","Utica University, 1600, Burrstone Road, City of Utica, Oneida County, New York, 13502, United States",43.09724785,-75.27048436278756
Vassar College,Poughkeepsie,NY,Not applicable,54.42,46.14,51.91,51.761,"Vassar College, Poughkeepsie, NY","Vassar College, 124, Raymond Avenue, City of Poughkeepsie, Town of Poughkeepsie, Dutchess County, New York, 12604, United States",41.686786,-73.8956971
Webb Institute,Glen Cove,NY,Not applicable,24.86,38.67,53.03,38.896,"Webb Institute, Glen Cove, NY","Webb Institute, 298, Crescent Beach Road, City of Glen Cove, Nassau County, New York, 11542, United States",40.8844868,-73.64476966947441
Elon University,Elon,NC,Not applicable,99.4,61.6,50.2,72.153,"Elon University, Elon, NC","Elon University, West Trollinger Avenue, Elon, Alamance County, North Carolina, 27244, United States",36.1063398,-79.50273682932499
Salem College,Winston-Salem,NC,Not applicable,29.32,38.9,53.9,41.073,"Salem College, Winston-Salem, NC","Salem College, Rams Drive, Wake Forest Innovation Quarter, Winston-Salem, Forsyth County, North Carolina, 27110, United States",36.0861216,-80.23981471121351
Art Academy of Cincinnati,Cincinnati,OH,Not applicable,26.96,37.9,48.36,37.712,"Art Academy of Cincinnati, Cincinnati, OH","Art Academy of Cincinnati, Jackson Street, Over-the-Rhine Historic District, Over-the-Rhine, Cincinnati, Hamilton County, Ohio, 45202, United States",39.1088449,-84.51386678960034
Case Western Reserve University,Cleveland,OH,Not applicable,91.0,81.46,50.4,72.842,"Case Western Reserve University, Cleveland, OH","Case Western Reserve University, 10900, Euclid Avenue, Uptown, Cleveland, Cuyahoga County, Ohio, 44106, United States",41.50138695,-81.60070216600491
Cleveland Institute of Art,Cleveland,OH,Not applicable,27.79,39.7,49.96,39.044,"Cleveland Institute of Art, Cleveland, OH","Cleveland Institute of Art, 11610, Euclid Avenue, Uptown, Cleveland, Cuyahoga County, Ohio, 44106, United States",41.5105999,-81.60241351457773
Cleveland Institute of Music,Cleveland,OH,Not applicable,24.76,39.24,51.04,38.173,"Cleveland Institute of Music, Cleveland, OH","Cleveland Institute of Music, 11021, East Boulevard, Magnolia-Wade Park Historic District, Cleveland, Cuyahoga County, Ohio, 44106, United States",41.51246555,-81.6088220252853
Columbus College of Art & Design,Columbus,OH,Not applicable,29.15,40.36,45.46,37.919,"Columbus College of Art & Design, Columbus, OH","Columbus College of Art and Design, Cleveland Avenue, Discovery District, Columbus, Franklin County, Ohio, 43216, United States",39.9650847,-82.99043195655817
Denison University,Granville,OH,Not applicable,52.71,45.03,65.1,56.135,"Denison University, Granville, OH","Denison University, West College Street, Granville Historic District, Granville, Granville Township, Licking County, Ohio, 43023, United States",40.07300505,-82.52248588003852
Franklin University,Columbus,OH,Not applicable,24.57,65.14,49.52,42.663,"Franklin University, Columbus, OH","Franklin University, 201, South Grant Avenue, Market Mohawk District, Columbus, Franklin County, Ohio, 43215, United States",39.95764844999999,-82.99093046593417
Lake Erie College,Painesville,OH,Not applicable,31.03,39.82,48.25,39.679,"Lake Erie College, Painesville, OH","Lake Erie College, Gillett Street, West Walnut Estates, Painesville, Lake County, Ohio, 44077, United States",41.7169934,-81.25184131797042
Marietta College,Marietta,OH,Not applicable,35.61,41.29,49.64,42.361,"Marietta College, Marietta, OH","Marietta College, Foster Lane, Marietta Historic District, Harmar, Marietta, Washington County, Ohio, 45750, United States",39.41609505,-81.4484225136152
University of Northwestern Ohio,Lima,OH,Not applicable,58.32,45.07,52.19,53.219,"University of Northwestern Ohio, Lima, OH","University of Northwestern Ohio, 1441, North Cable Road, Lima, Allen County, Ohio, 45805, United States",40.7617103,-84.16055032215593
University of Rio Grande,Rio Grande,OH,Not applicable,28.47,42.23,21.36,28.373,"University of Rio Grande, Rio Grande, OH","University of Rio Grande and Rio Grande Community College, Anniversary Drive, Rio Grande, Gallia County, Ohio, 45674, United States",38.8788275,-82.376029230075
Tiffin University,Tiffin,OH,Not applicable,44.24,44.79,49.0,46.255,"Tiffin University, Tiffin, OH","Tiffin University, Scott Street, Fort Ball-Railroad Historic District, Tiffin, Seneca County, Ohio, 44883, United States",41.11911195,-83.18558345227916
Lewis & Clark College,Portland,OR,Not applicable,58.43,48.92,49.72,53.043,"Lewis & Clark College, Portland, OR","Lewis and Clark College, 615, South Palatine Hill Road, Collins View, Portland, Multnomah County, Oregon, 97219, United States",45.44850495,-122.6700383929096
Reed College,Portland,OR,Not applicable,45.07,41.96,52.63,47.475,"Reed College, Portland, OR","Reed College, 3203, Southeast Woodstock Boulevard, Eastmoreland, Portland, Multnomah County, Oregon, 97202, United States",45.48149925,-122.63101360753458
Carnegie Mellon University,Pittsburgh,PA,Not applicable,90.97,94.58,51.28,75.803,"Carnegie Mellon University, Pittsburgh, PA","Carnegie Mellon University, hamerschlag_outside, Squirrel Hill North, Pittsburgh, Allegheny County, Pennsylvania, 15213, United States",40.4441897,-79.94271918393466
Cedar Crest College,Allentown,PA,Not applicable,26.73,43.49,49.84,39.33,"Cedar Crest College, Allentown, PA","Cedar Crest College, College Drive, Park Ridge, Allentown, Lehigh County, Pennsylvania, 18104, United States",40.5870414,-75.5196287
Delaware Valley University,Doylestown,PA,Not applicable,42.86,44.04,48.8,45.474,"Delaware Valley University, Doylestown, PA","Delaware Valley University, Iron Hill Road, New Britain, Doylestown Township, Bucks County, Pennsylvania, 18901, United States",40.29314845,-75.15994121447233
Drexel University,Philadelphia,PA,Not applicable,98.66,95.43,48.72,78.024,"Drexel University, Philadelphia, PA","Drexel University, 3141, Chestnut Street, Powelton Village, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States",39.9569305,-75.18992654517834
Lackawanna College,Scranton,PA,Not applicable,37.98,46.45,49.8,44.404,"Lackawanna College, Scranton, PA","Lackawanna College, 501, Vine Street, Downtown, Scranton, Lackawanna County, Pennsylvania, 18509, United States",41.41176365,-75.65867565883656
Pennsylvania Institute of Technology,Media,PA,Not applicable,25.88,40.79,47.17,37.381,"Pennsylvania Institute of Technology, Media, PA","Pennsylvania Institute of Technology, 800, Manchester Avenue, Moylan-Rose Valley Station, Media, Delaware County, Pennsylvania, 19063, United States",39.9084449,-75.3888041
Peirce College,Philadelphia,PA,Not applicable,23.55,40.44,48.52,36.92,"Peirce College, Philadelphia, PA","Peirce College, Waverly Street, Gayborhood, Center City, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States",39.9454895,-75.16648247045221
Point Park University,Pittsburgh,PA,Not applicable,41.76,51.16,52.19,47.813,"Point Park University, Pittsburgh, PA","Point Park University, Wood Street, Firstside Historic District, Downtown, Pittsburgh, Allegheny County, Pennsylvania, 15222, United States",40.4386483,-80.0017698160382
Robert Morris University,Moon Township,PA,Not applicable,47.57,50.04,48.48,48.428,"Robert Morris University, Moon Township, PA","Robert Morris University, 6001, University Boulevard, Amherst Acres, Carnot, Moon Township, Allegheny County, Pennsylvania, 15108, United States",40.52155855,-80.21157831862749
Ursinus College,Collegeville,PA,Not applicable,40.36,41.64,49.96,44.459,"Ursinus College, Collegeville, PA","Ursinus College, 601, East Main Street, Collegeville, Montgomery County, Pennsylvania, 19426, United States",40.1917705,-75.4568484
York College of Pennsylvania,York,PA,Not applicable,55.05,48.72,51.28,52.276,"York College of Pennsylvania, York, PA","York College of Pennsylvania, 441, Country Club Road, Grantly Hills, Grantley, York, York County, Pennsylvania, 17403, United States",39.9474471,-76.72679844421862
Brown University,Providence,RI,Not applicable,94.8,77.88,52.91,74.651,"Brown University, Providence, RI","Brown University, Royal Street, Providence, Providence County, Rhode Island, 02912, United States",41.8186395,-71.4088008716793
Bryant University,Smithfield,RI,Not applicable,69.25,52.11,49.88,58.072,"Bryant University, Smithfield, RI","Bryant University, 1150, Douglas Pike, Smithfield, Providence County, Rhode Island, 02917, United States",41.92209145,-71.53715173504338
New England Institute of Technology,East Greenwich,RI,Not applicable,46.89,46.3,52.79,49.134,"New England Institute of Technology, East Greenwich, RI","New England Institute of Technology, 1, New England Tech Boulevard, East Greenwich, Kent County, Rhode Island, 02818, United States",41.6602712,-71.50135499179412
Rhode Island School of Design,Providence,RI,Not applicable,49.76,47.45,49.68,49.266,"Rhode Island School of Design, Providence, RI","Rhode Island School of Design, Providence County, Rhode Island, 02912, United States",41.82710375,-71.40639007145332
Roger Williams University,Bristol,RI,Not applicable,72.74,53.03,48.8,59.219,"Roger Williams University, Bristol, RI","Roger Williams University, Mount Hope Bridge, Bristol, Bristol County, Rhode Island, 02809, United States",41.65046815,-71.26023298522472
Coker University,Hartsville,SC,Not applicable,30.99,40.94,50.44,40.764,"Coker University, Hartsville, SC","Coker University, 300, East College Avenue, College Heights, Hartsville, Darlington County, South Carolina, 29550, United States",34.3777406,-80.0674304
Converse University,Spartanburg,SC,Not applicable,37.49,41.49,51.04,43.713,"Converse University, Spartanburg, SC","Converse University, North Pine Street, Spartanburg, Spartanburg County, South Carolina, 29305, United States",34.95798605,-81.91913306668786
Cumberland University,Lebanon,TN,Not applicable,59.06,48.96,51.52,54.024,"Cumberland University, Lebanon, TN","Cumberland University, West Spring Street, West End Heights, Lebanon, Wilson County, Middle Tennessee, Tennessee, United States",36.20463525,-86.29971370104121
Lincoln Memorial University,Harrogate,TN,Not applicable,46.77,55.8,51.0,50.267,"Lincoln Memorial University, Harrogate, TN","Lincoln Memorial University, 6965, Cumberland Gap Parkway, Harrogate, Claiborne County, East Tennessee, Tennessee, 37752, United States",36.5718381,-83.66162404836976
Vanderbilt University,Nashville,TN,Not applicable,94.71,95.26,52.79,78.039,"Vanderbilt University, Nashville, TN","Vanderbilt University, 2201, West End Avenue, Nashville, Davidson County, Middle Tennessee, Tennessee, 37235, United States",36.14380105,-86.80281889095295
Rice University,Houston,TX,Not applicable,98.58,85.5,53.23,77.813,"Rice University, Houston, TX","Rice University, 6100, Main Street, Houston, Harris County, Texas, 77005, United States",29.71679145,-95.40478113393792
Westminster University,Salt Lake City,UT,Not applicable,31.45,41.61,51.52,41.514,"Westminster University, Salt Lake City, UT","Westminster University, 1840 S, 1300 East, Sugar House, Salt Lake City, Salt Lake County, Utah, 84105, United States",40.7312521,-111.855563602987
Champlain College,Burlington,VT,Not applicable,40.05,57.14,48.76,46.951,"Champlain College, Burlington, VT","Champlain College, 163, South Willard Street, Burlington, Chittenden County, Vermont, 05401, United States",44.4739064,-73.20327154657234
Middlebury College,Middlebury,VT,Not applicable,46.73,47.81,51.71,48.939,"Middlebury College, Middlebury, VT","Middlebury College, 14, Old Chapel Road, Middlebury, Addison County, Vermont, 05753, United States",44.00366955,-73.17295278964315
Norwich University,Northfield,VT,Not applicable,32.56,51.48,56.75,46.023,"Norwich University, Northfield, VT","Norwich University, 158, Harmon Drive, Northfield Center, Northfield, Washington County, Vermont, 05663, United States",44.13917905,-72.66126954642372
Hollins University,Roanoke,VA,Not applicable,37.07,40.4,59.68,46.786,"Hollins University, Roanoke, VA","Hollins University, 7916, Williamson Road, Hollins Court, Roanoke County, Virginia, 24020, United States",37.3573684,-79.94365952263512
Washington and Lee University,Lexington,VA,Not applicable,55.88,45.5,54.62,53.302,"Washington and Lee University, Lexington, VA","Washington And Lee University, Letcher Avenue, Lexington, Virginia, 24450, United States",37.7869705,-79.4413852
Cornish College of the Arts,Seattle,WA,Not applicable,42.7,38.21,50.36,44.869,"Cornish College of the Arts, Seattle, WA","Cornish College of the Arts, Terry Avenue, South Lake Union, Belltown, Seattle, King County, Washington, 98191, United States",47.61680045,-122.33586595
Heritage University,Toppenish,WA,Not applicable,32.24,40.59,54.74,42.915,"Heritage University, Toppenish, WA","Heritage University, 3240, Fort Road, Toppenish, Yakima County, Washington, 98948, United States",46.3741532,-120.39427548042916
Whitman College,Walla Walla,WA,Not applicable,53.55,42.58,53.74,51.434,"Whitman College, Walla Walla, WA","Whitman College, Prentiss Drive, Walla Walla, Walla Walla County, Washington, 99362, United States",46.0705665,-118.33031775014608
University of Charleston,Charleston,WV,Not applicable,27.96,55.09,51.32,42.732,"University of Charleston, Charleston, WV","University of Charleston, 22nd Street Southeast, Charleston, Kanawha County, West Virginia, 25304, United States",38.33293915,-81.61688525414507
Bellin College,Green Bay,WI,Not applicable,27.59,40.48,49.6,38.976,"Bellin College, Green Bay, WI","Bellin College-Resch Campus, 3201, Eaton Road, Green Bay, Brown County, Wisconsin, 54311, United States",44.46900025,-87.92160775298771
Beloit College,Beloit,WI,Not applicable,36.39,40.25,50.16,42.673,"Beloit College, Beloit, WI","Beloit College, Emerson Street, Beloit, Rock County, Wisconsin, 53511, United States",42.5009819,-89.0157777411969
Lawrence University,Appleton,WI,Not applicable,44.28,41.92,51.79,46.815,"Lawrence University, Appleton, WI","Lawrence University, 711, East Boldt Way, Appleton, Outagamie County, Wisconsin, 54911, United States",44.2607247,-88.39889100394868
Milwaukee Institute of Art & Design,Milwaukee,WI,Not applicable,34.64,40.59,50.24,42.073,"Milwaukee Institute of Art & Design, Milwaukee, WI","Milwaukee Institute of Art & Design, 273, East Erie Street, Historic Third Ward, Downtown, Milwaukee, Milwaukee County, Wisconsin, 53202, United States",43.03129575,-87.90830599188746
Milwaukee School of Engineering,Milwaukee,WI,Not applicable,75.93,46.57,50.84,60.02,"Milwaukee School of Engineering, Milwaukee, WI","Milwaukee School of Engineering, East Juneau Avenue, Juneautown, Downtown, Milwaukee, Milwaukee County, Wisconsin, 53201, United States",43.04576595,-87.9079361465609
Ripon College,Ripon,WI,Not applicable,34.05,38.9,42.19,38.277,"Ripon College, Ripon, WI","Ripon College, 300, Dartford Road, Ripon, Town of Ripon, Fond du Lac County, Wisconsin, 54971, United States",43.84102355,-88.85393861210508
Parker University,Dallas,TX,Not applicable,26.89,46.81,53.07,41.35,"Parker University, Dallas, TX","Parker University, Electronic Lane, Dallas, Dallas County, Texas, 75220, United States",32.8796947,-96.89320493303732
Hodges University,Fort Myers,FL,Not applicable,23.3,36.88,47.13,35.552,"Hodges University, Fort Myers, FL","Hodges University, 4501, Colonial Boulevard, Fort Myers, Lee County, Florida, 33966, United States",26.61136205,-81.8217407969598
College of Menominee Nation,Keshena,WI,Not applicable,23.51,37.75,49.12,36.607,"College of Menominee Nation, Keshena, WI","College of Menominee Nation, N172, State Highway 47, Town of Menominee, Menominee County, Wisconsin, 54135, United States",44.85554755,-88.6245843192466
Franklin W Olin College of Engineering,Needham,MA,Not applicable,27.59,39.36,51.6,39.553,"Franklin W Olin College of Engineering, Needham, MA","Olin College of Engineering, 1000, Olin Way, Olin Woods, Needham, Norfolk County, Massachusetts, 02492, United States",42.2900134,-71.26080120734075
Herzing University-Brookfield,Brookfield,WI,Not applicable,25.62,40.56,48.6,37.804,"Herzing University-Brookfield, Brookfield, WI","Herzing University, 15895, West Bluemound Road, Brookfield, Waukesha County, Wisconsin, 53005, United States",43.0356884,-88.111052
St. Augustine College,Chicago,IL,Other,25.46,39.51,49.64,37.946,"St. Augustine College, Chicago, IL","Saint Augustine College, West Argyle Street, Andersonville, Uptown, Chicago, Lake View Township, Cook County, Illinois, 60640, United States",41.97235065,-87.66336450066497
Graceland University-Lamoni,Lamoni,IA,Other,32.85,41.45,50.48,41.626,"Graceland University-Lamoni, Lamoni, IA","Graceland University, 1, University Place, Lamoni, Decatur County, Iowa, 50140, United States",40.61690775,-93.9255655729911
Bethel College-North Newton,North Newton,KS,Other,29.63,38.55,99.87,59.529,"Bethel College-North Newton, North Newton, KS","Bethel College, College Avenue, North Newton, Harvey County, Kansas, 67117, United States",38.0761894,-97.34339387481224
Bryn Athyn College of the New Church,Bryn Athyn,PA,Other,26.08,38.32,58.51,41.507,"Bryn Athyn College of the New Church, Bryn Athyn, PA","Bryn Athyn College of the New Church, 2945, College Drive, Bryn Athyn, Montgomery County, Pennsylvania, 19009, United States",40.13487835,-75.06013469538682
Landmark College,Putney,VT,Other,26.24,39.28,49.68,38.228,"Landmark College, Putney, VT","Landmark College, Locust Lane, Putney, Windham County, Vermont, 05346, United States",42.97580925,-72.51098429479487
Soka University of America,Aliso Viejo,CA,Other,31.88,39.47,99.83,60.597,"Soka University of America, Aliso Viejo, CA","Soka University of America, 1, University Drive, Aliso Viejo, Orange County, California, 92656, United States",33.554675200000005,-117.73474045850824
University of the West,Rosemead,CA,Other,23.92,37.83,49.16,36.803,"University of the West, Rosemead, CA","University of the West, 1409, Walnut Grove Avenue, Rosemead, Los Angeles County, California, 91770, United States",34.04497585,-118.08300019506136
Southeastern University,Lakeland,FL,Pentecostal,73.04,65.1,48.36,61.574,"Southeastern University, Lakeland, FL","Southeastern University, 1000, Longfellow Boulevard, Lakeland, Polk County, Florida, 33801, United States",28.03048365,-81.91800905687728
North Central University,Minneapolis,MN,Pentecostal,36.84,40.83,49.68,42.777,"North Central University, Minneapolis, MN","North Central University, East 14th Street, Phillips, Minneapolis, Hennepin County, Minnesota, 55404, United States",44.9688959,-93.2618548027095
Evangel University,Springfield,MO,Pentecostal,34.9,44.39,49.76,42.745,"Evangel University, Springfield, MO","Evangel University, East Division Street, Weller, Springfield, Greene County, Missouri, 65898, United States",37.22175245,-93.26497163536374
Northpoint Bible College,Haverhill,MA,Pentecostal,22.84,37.83,46.26,35.21,"Northpoint Bible College, Haverhill, MA","Northpoint Bible College, 320, South Main Street, Bradford Common Historic District, Bradford, Haverhill, Essex County, Massachusetts, 01835, United States",42.7634537,-71.0790020909418
Northwest University,Kirkland,WA,Pentecostal,30.15,42.98,48.29,39.975,"Northwest University, Kirkland, WA","Northwest University, 5520, 108th Avenue Northeast, Kirkland, King County, Washington, 98033, United States",47.65775615,-122.19170992986534
Stillman College,Tuscaloosa,AL,Presbyterian,33.51,38.36,52.19,41.957,"Stillman College, Tuscaloosa, AL","Stillman College, 36th Avenue, Sommerville, West End, Tuscaloosa, Tuscaloosa County, Alabama, 35401, United States",33.19784735,-87.58572785618387
Lyon College,Batesville,AR,Presbyterian,30.68,38.97,48.88,39.622,"Lyon College, Batesville, AR","Lyon College, 2300, Highland Road, Rogers Addition, Batesville, Independence County, Arkansas, 72501, United States",35.7764261,-91.62423939520048
University of the Ozarks,Clarksville,AR,Presbyterian,30.85,39.86,51.12,40.764,"University of the Ozarks, Clarksville, AR","University of the Ozarks, 415, North College Avenue, Clarksville, Johnson County, Arkansas, 72830, United States",35.47863885,-93.46558900601369
Occidental College,Los Angeles,CA,Presbyterian,53.15,44.12,53.19,51.362,"Occidental College, Los Angeles, CA","Occidental College, 1600, Campus Road, Highland Park, Los Angeles, Los Angeles County, California, 90041, United States",34.12719495,-118.20992029989196
Eckerd College,Saint Petersburg,FL,Presbyterian,62.44,43.09,50.2,53.674,"Eckerd College, Saint Petersburg, FL","Eckerd College, 4200, 54th Avenue South, Saint Petersburg, Pinellas County, Florida, 33711, United States",27.714265750000003,-82.68554318351735
Agnes Scott College,Decatur,GA,Presbyterian,45.58,41.49,50.96,46.916,"Agnes Scott College, Decatur, GA","Agnes Scott College, Milton Candler Lane, Decatur, DeKalb County, Georgia, 30030, United States",33.7688851,-84.2944452
Blackburn College,Carlinville,IL,Presbyterian,26.7,38.21,51.32,38.855,"Blackburn College, Carlinville, IL","Blackburn College, College Avenue, Carlinville, Macoupin County, Illinois, 62626, United States",39.289597650000005,-89.871577121424
Illinois College,Jacksonville,IL,Presbyterian,39.24,41.61,50.88,44.373,"Illinois College, Jacksonville, IL","Illinois College, Mound Road, Jacksonville, Morgan County, Illinois, 62650, United States",39.7291655,-90.24647315398732
Knox College,Galesburg,IL,Presbyterian,33.58,40.75,49.96,41.569,"Knox College, Galesburg, IL","Knox College, South Academy Street, Galesburg, Knox County, Illinois, 61401, United States",40.9419283,-90.3722582708558
Lake Forest College,Lake Forest,IL,Presbyterian,49.32,42.82,49.48,48.085,"Lake Forest College, Lake Forest, IL","Lake Forest College, 555, North Sheridan Road, Lake Forest, Lake County, Illinois, 60045, United States",42.24761745,-87.8294820650179
Millikin University,Decatur,IL,Presbyterian,34.2,43.21,51.08,42.757,"Millikin University, Decatur, IL","Millikin University, 1184, West Main Street, Near West End, Decatur, Macon County, Illinois, 62522, United States",39.842988,-88.974262809366
Monmouth College,Monmouth,IL,Presbyterian,32.89,39.01,52.87,42.111,"Monmouth College, Monmouth, IL","Monmouth College, East Boston Avenue, Monmouth, Warren County, Illinois, 61462, United States",40.9144918,-90.63839026946084
Hanover College,Hanover,IN,Presbyterian,40.13,41.1,51.91,45.039,"Hanover College, Hanover, IN","Hanover College, College Avenue, Hanover, Jefferson County, Indiana, 47243, United States",38.71651765,-85.46164277066788
Buena Vista University,Storm Lake,IA,Presbyterian,34.31,44.63,51.44,43.229,"Buena Vista University, Storm Lake, IA","Buena Vista University, 610, West 4th Street, Storm Lake, Buena Vista County, Iowa, 50588, United States",42.6405657,-95.20969795805097
Coe College,Cedar Rapids,IA,Presbyterian,38.94,41.14,50.2,43.887,"Coe College, Cedar Rapids, IA","Coe College, 1220, 1st Avenue East, MedQuarter, Cedar Rapids, Linn County, Iowa, 52402, United States",41.99059715,-91.65696644701376
University of Dubuque,Dubuque,IA,Presbyterian,34.31,44.16,52.95,43.74,"University of Dubuque, Dubuque, IA","University of Dubuque, 2000, University Avenue, Dubuque, Dubuque County, Iowa, 52001, United States",42.49510235,-90.69655385158194
University of Pikeville,Pikeville,KY,Presbyterian,39.97,44.24,49.24,44.534,"University of Pikeville, Pikeville, KY","University of Pikeville, River Drive, Pikeville, Pike County, Kentucky, 41501, United States",37.47482525,-82.52100157239967
